solve_id,solver,solve_time,pll,pll_time,Split,STM,STPS,ETM,ETPS
10693,Kyle Santucci,6.73,U' R' U' F' R U R' U' R' F R2 U' R' U' R U R' U R U,1.70,25.3%,20,11.76,20,11.76
10692,Kyle Santucci,5.59,,0.00,0.0%,0,n/a,0,n/a
10691,Kyle Santucci,4.96,U' R' U R' U' R3 U' R' U R U R2' U',1.08,21.8%,13,12.04,13,12.04
10680,Leo Borromeo,3.68,R U R' U R' U' R2 U' R' U R' U R,0.78,21.2%,13,16.67,13,16.67
10672,Aaron Huynh,3.46,,0.13,3.8%,1,7.69,1,7.69
10671,Yiheng Wang,3.38,R2' U R U R' U' R3 U' R' U R' U',0.76,22.5%,12,15.79,12,15.79
10669,Dylan Miller,6.14,U2' R' U' F' R U R' U' R' F R2 U' R' U' R U R' U R U,1.61,26.2%,20,12.42,20,12.42
10668,Dylan Miller,4.36,,0.00,0.0%,0,n/a,0,n/a
10667,Dylan Miller,4.90,U2' F R U' R' U' R U R' F' R U R' U' R' F R F' U',1.70,34.7%,19,11.18,19,11.18
10666,Dylan Miller,7.40,,n/a,n/a,0,n/a,0,n/a
10665,Dylan Miller,5.14,U' R' U' F' R U R' U' R' F R2 U' R' U' R U R' U R U2',1.51,29.4%,20,13.25,20,13.25
10662,Tymon Kolasiński,4.81,U' x R' U R' D2 R U' R' D2 R2 x' U,n/a,n/a,11,n/a,13,n/a
10661,Tymon Kolasiński,5.09,,n/a,n/a,0,n/a,0,n/a
10660,Tymon Kolasiński,4.64,R U R' F' R U R' U' R' F R2 U' R' U2',n/a,n/a,14,n/a,14,n/a
10659,Tymon Kolasiński,8.94,U x R' U D D' R' D2 R U' R' D2 R2,n/a,n/a,12,n/a,13,n/a
10658,Tymon Kolasiński,4.92,R U R' U R' U' R2 U' R' U R' U R,n/a,n/a,13,n/a,13,n/a
10657,Tymon Kolasiński,4.47,U2 x R2' F R F' R U2' r' U r U2' x' U',n/a,n/a,12,n/a,14,n/a
10656,Tymon Kolasiński,4.46,,n/a,n/a,0,n/a,0,n/a
10655,Tymon Kolasiński,5.21,,n/a,n/a,0,n/a,0,n/a
10654,Tymon Kolasiński,4.97,U' x R2' F R F' R U2' r' U r U2' x' U,n/a,n/a,12,n/a,14,n/a
10653,Tymon Kolasiński,4.94,,n/a,n/a,0,n/a,0,n/a
10652,Tymon Kolasiński,4.14,,n/a,n/a,0,n/a,0,n/a
10651,Tymon Kolasiński,5.01,R' D R U' R' D' R U' R' D R U2 R' D' R,n/a,n/a,15,n/a,15,n/a
10650,Tymon Kolasiński,6.80,U' R2' F2 R U2 R U2' R' F R U R' U' R' F R2,n/a,n/a,16,n/a,16,n/a
10649,Tymon Kolasiński,3.92,x R' U R' D2 R U' R' D2 R2 x' U,n/a,n/a,10,n/a,12,n/a
10648,Tymon Kolasiński,5.30,,n/a,n/a,0,n/a,0,n/a
10647,Tymon Kolasiński,4.38,U R U R' U R' U' R2 U' R' U R' U R,n/a,n/a,14,n/a,14,n/a
10627,Kyle Santucci,3.81,R U' R' U' R U R' U R' D' R U' R' D R2 U R' U',1.26,33.1%,18,14.29,18,14.29
10626,Dylan Miller,5.65,M' U' M' U2' M U' M2' U,0.95,16.8%,8,8.42,8,8.42
10625,Dylan Miller,5.97,M2' U' M2' U2' M2' U' M2',0.90,15.1%,7,7.78,7,7.78
10624,Dylan Miller,5.90,U U' F' U' F R2 u R' U R U' R u' R2' U,1.50,25.4%,15,10.00,15,10.00
10623,Dylan Miller,4.70,R R2' U' R U D' R2 U R' U R U' R U' R2' D,1.33,28.3%,16,12.03,16,12.03
10622,Dylan Miller,6.16,U' M2' U M' U2' M U M2',0.86,14.0%,8,9.30,8,9.30
10617,Luke Garrett,4.16,M2' U M' U2 M U M' R',0.81,19.5%,8,9.88,8,9.88
10615,Yiheng Wang,4.02,R U R' F' R U R' U' R' F R2 U' R' U2,0.82,20.4%,14,17.07,14,17.07
10614,Yiheng Wang,4.59,U' x' R2 D2 R' U' R D2 R' U R',0.89,19.4%,10,11.24,11,12.36
10613,Yiheng Wang,4.48,U2' R2 F2 R U2 R U2' R' F R U R' U' R' F R2 U',1.48,33.0%,17,11.49,17,11.49
10612,Yiheng Wang,3.97,R U R' U' R' F R2 U' R' U' R U R' F',0.97,24.4%,14,14.43,14,14.43
10611,Yiheng Wang,6.11,U' U' R2' F2 R U U R U2' R' F R U R' U' R' F R2,1.91,31.3%,18,9.42,18,9.42
10549,Matty Hiroto Inaba,3.96,U R U R' F' R U R' U' R' F R2 U' R' U2,n/a,n/a,15,n/a,15,n/a
10542,Matty Hiroto Inaba,3.96,R2' F2 R U2 R U2' R' F R U R' U' R' F R2,n/a,n/a,15,n/a,15,n/a
10525,Matty Hiroto Inaba,4.95,U' R U R' U R U R' F' R U R' U' R' F R2 U' R' U2 R U' R' U,1.62,32.7%,23,14.20,23,14.20
10524,Matty Hiroto Inaba,4.95,R' U R' U' R D' R' D R' U D' R2 U' R2' D R2 U2',1.37,27.7%,17,12.41,17,12.41
10523,Matty Hiroto Inaba,4.63,U2' R U R' F' R U R' U' R' F R2 U' R' U',0.88,19.0%,15,17.05,15,17.05
